Company | Open | High | Low | Close | Volume
COCHIN SHIPYARD LIMITED | 1510.0 | 1554.7 | 1510.0 | 1548.3 | 606429
BALKRISHNA PAPER MILLS L | 19.81 | 20.49 | 19.07 | 19.26 | 33590
INDIAN RAILWAY FIN CORP L | 111.09 | 114.49 | 110.85 | 113.98 | 8954745
IMPEX FERRO TECH LIMITED | 1.76 | 1.81 | 1.76 | 1.81 | 3915
ADVANI HOT.& RES.(I) LTD | 56.99 | 58.88 | 55.5 | 57.15 | 63326
JOHNSON CONTROLS HITACHI | 1488.5 | 1524.9 | 1444.6 | 1482.1 | 10050
BIKEWO GREEN TECH LIMITED | 18.95 | 18.95 | 18.65 | 18.65 | 4000
DCM FINANCIAL SERVICES LT | 5.29 | 5.4 | 5.29 | 5.29 | 11007
ADVANCED ENZYME TECH LTD | 303.0 | 309.4 | 303.0 | 308.65 | 57724
YATRA ONLINE LIMITED | 177.48 | 178.8 | 173.55 | 174.74 | 1099635
AKSHAR SPINTEX LIMITED | 0.53 | 0.55 | 0.53 | 0.53 | 612786
GREENCHEF APPLIANCES LTD | 53.6 | 58.0 | 53.6 | 58.0 | 4000
BAFNA PHARMACEUTICALS LTD | 149.68 | 149.68 | 149.65 | 149.68 | 6239
PROTEAN EGOV TECHNO LTD | 773.5 | 776.55 | 757.25 | 761.0 | 303763
SHIV AUM STEELS LIMITED | 282.0 | 282.0 | 282.0 | 282.0 | 50
RAPID FLEET MGT SERVICE L | 194.25 | 194.25 | 194.25 | 194.25 | 600
S&S POWER SWITCHGEARS LTD | 268.99 | 268.99 | 268.99 | 268.99 | 1403
PREMIER ROADLINES LIMITED | 76.0 | 77.0 | 75.9 | 76.5 | 21000
AARADHYA DISPOSAL INDUS L | 129.6 | 129.6 | 129.6 | 129.6 | 1200
BLACKBUCK LIMITED | 636.5 | 638.25 | 624.25 | 630.55 | 320509
SUTLEJ TEXT & INDUS LTD | 32.04 | 33.1 | 32.01 | 32.94 | 16190
GUJ. APOLLO IND. LTD. | 433.7 | 439.75 | 422.5 | 434.95 | 28444
DRONE DESTINATION LIMITED | 65.0 | 67.9 | 65.0 | 66.55 | 17000
VALIANT LABORATORIES LTD | 67.87 | 70.7 | 66.1 | 67.57 | 362056
GOENKA DIAMOND&JEWELS LTD | NA | NA | NA | NA | NA
REMSONS INDUSTRIES LTD | 119.46 | 122.83 | 118.55 | 121.18 | 68114
SML MAHINDRA LIMITED | 3608.0 | 3784.7 | 3600.2 | 3681.7 | 95859
NIRAJ CEMENT STRUC LTD | 39.0 | 40.5 | 36.51 | 37.36 | 829226
ASIAN PAINTS LIMITED | 2766.4 | 2812.4 | 2759.7 | 2799.9 | 3895542
DESTINY LOGISTICS & I LTD | 125.4 | 125.4 | 113.7 | 113.7 | 9000
FAIRCHEM ORGANICS LIMITED | 675.8 | 685.0 | 675.7 | 683.05 | 8763
BDR BUILDCON LIMITED | 87.65 | 87.65 | 87.65 | 87.65 | 16667
JIWANRAM SHEODUTTRA IND L | 6.0 | 6.0 | 6.0 | 6.0 | 6000
BODAL CHEMICALS LTD | 50.72 | 53.25 | 50.71 | 52.93 | 88423
SANDHAR TECHNOLOGIES LTD | 543.0 | 561.8 | 541.7 | 559.3 | 111176
VISHNUSURYA PROJ N INFR L | 170.4 | 172.0 | 169.3 | 169.7 | 7500
MAGNUM VENTURES LTD. | 22.89 | 23.48 | 22.78 | 23.09 | 20414
ATHER ENERGY LIMITED | 663.0 | 718.0 | 655.2 | 701.95 | 6527742
SIS LIMITED | 329.85 | 334.25 | 328.9 | 332.9 | 27805
PREMIUM PLAST LIMITED | 35.8 | 35.8 | 34.05 | 34.2 | 9000
HONEYWELL AUTOMATION IND | 33730.0 | 34000.0 | 33655.0 | 33785.0 | 2101
UCAL LIMITED | 111.01 | 112.96 | 111.0 | 112.1 | 7411
MARINETRANS INDIA LIMITED | 22.8 | 22.8 | 22.8 | 22.8 | 8000
CREDO BRANDS MARKETING L | 96.31 | 99.0 | 96.03 | 98.1 | 50708
LINC LIMITED | 110.06 | 113.99 | 110.06 | 111.94 | 32244
AKIKO GLOBAL SERVICES L | 262.0 | 262.0 | 260.0 | 260.0 | 3200
WOL 3D INDIA LIMITED | 169.0 | 169.0 | 169.0 | 169.0 | 1000
MPHASIS LIMITED | 2913.7 | 2913.7 | 2870.0 | 2890.2 | 410473
IPCA LABORATORIES LTD | 1418.3 | 1435.0 | 1393.1 | 1424.8 | 169772
NTPC LTD | 318.95 | 320.6 | 317.5 | 319.9 | 10833662
SILKY OVERSEAS LIMITED | 142.0 | 145.0 | 140.0 | 144.95 | 24800
ELLENBARRIE INDUS GASES L | 342.0 | 349.75 | 340.85 | 348.6 | 49916
THEMIS MEDICARE LTD. | 101.78 | 103.0 | 100.48 | 102.46 | 34736
RASHI PERIPHERALS LIMITED | 345.75 | 347.0 | 343.0 | 345.2 | 45935
ZIM LABORATORIES LIMITED | 71.0 | 71.5 | 70.0 | 70.93 | 26011
BIGBLOC CONSTRUCTION LTD | 70.8 | 71.62 | 66.82 | 67.39 | 421083
EIH LIMITED | 360.3 | 368.0 | 359.55 | 366.85 | 1227273
E FACTOR EXPERIENCES LTD | 324.95 | 325.6 | 324.95 | 325.6 | 3200
INDIAN OVERSEAS BANK | 34.2 | 34.37 | 33.88 | 33.99 | 9141276
INDIAN ENERGY EXC LTD | 140.0 | 141.75 | 138.72 | 141.4 | 4243823
RAVINDRA ENERGY LIMITED | 161.94 | 166.5 | 159.5 | 165.0 | 194020
UGRO CAPITAL LIMITED | 170.4 | 172.19 | 169.9 | 170.9 | 57614
UNIMECH AEROSPACE N MFG L | 924.45 | 924.45 | 900.0 | 904.9 | 47747
KIRI INDUSTRIES LIMITED | 576.0 | 579.15 | 567.45 | 568.8 | 274202
GLOBE ENTERPRISE (I) LTD | 2.4 | 2.62 | 2.36 | 2.49 | 377606
REFRACTORY SHAPES LIMITED | 57.8 | 59.0 | 57.75 | 59.0 | 8000
PRISM JOHNSON LIMITED | 125.05 | 140.0 | 125.05 | 134.74 | 393016
SURANA TELECOM AND POW LT | 19.95 | 20.5 | 19.76 | 20.14 | 44394
RESPONSIVE INDUSTRIES LTD | 195.31 | 204.32 | 194.85 | 201.65 | 30195
ORIENT PRESS LIMITED | 76.22 | 78.79 | 76.22 | 76.85 | 629
AKI INDIA LIMITED | 7.02 | 7.28 | 6.99 | 7.06 | 88596
SPECTRUM TALENT MGMT LTD | 95.4 | 95.55 | 94.95 | 95.55 | 4800
LIC HOUSING FINANCE LTD | 529.0 | 533.85 | 526.6 | 532.45 | 781527
CAPLIN POINT LAB LTD. | 1908.0 | 1934.0 | 1908.0 | 1926.9 | 23454
HIND RECTIFIER LIMITED | 1412.0 | 1423.9 | 1390.0 | 1403.8 | 19761
VIKAS ECOTECH LIMITED | 1.6 | 1.64 | 1.6 | 1.63 | 1540752
ATAL REALTECH LIMITED | 25.49 | 25.49 | 25.05 | 25.25 | 1863480
KRITI INDUSTRIES IND LTD | 87.5 | 90.0 | 85.11 | 88.78 | 15367
NET AVENUE TECHNOLOGIES L | 4.35 | 4.35 | 4.35 | 4.35 | 8000
SHANTHALA FMCG PRODUCTS L | 25.7 | 28.2 | 25.7 | 26.25 | 3600
ANAND RATHI WEALTH LTD | 3002.0 | 3034.2 | 2971.7 | 3003.2 | 419182
ACCELYA SOLN INDIA LTD | 1312.0 | 1317.3 | 1298.7 | 1314.9 | 8266
CUBEX TUBINGS LTD | 93.0 | 93.45 | 89.66 | 90.79 | 49003
ASPIRE & INNOVATIVE ADV L | 19.75 | 19.8 | 19.5 | 19.5 | 8000
KOTAK PSU BANK | 839.8 | 839.8 | 827.64 | 832.3 | 5928
PHOENIX OVERSEAS LIMITED | 18.0 | 18.3 | 18.0 | 18.05 | 6000
DISH TV INDIA LTD. | 3.96 | 3.99 | 3.89 | 3.95 | 2317713
AVP INFRACON LIMITED | 120.5 | 123.3 | 119.0 | 119.8 | 29600
BARFLEX POLYFILMS LIMITED | 75.0 | 76.1 | 74.5 | 74.5 | 6000
PACE DIGITEK LIMITED | 200.0 | 200.7 | 192.5 | 193.69 | 991074
MAX ESTATES LIMITED | 453.95 | 454.6 | 448.0 | 453.05 | 33106
INDO-NATIONAL LIMITED | 400.0 | 411.2 | 400.0 | 402.2 | 1283
GRETEX INDUSTRIES LTD. | 191.0 | 191.0 | 191.0 | 191.0 | 1500
COMPUTER AGE MNGT SER LTD | NA | NA | NA | NA | NA
ATMASTCO LIMITED | 141.95 | 142.1 | 135.05 | 138.95 | 40400
RELIABLE DATA SERVICE LTD | 146.21 | 151.0 | 143.57 | 147.79 | 15838
MAITHAN ALLOYS LTD | 933.95 | 941.0 | 928.55 | 939.85 | 19784
INDOSOLAR LIMITED | 409.0 | 437.0 | 408.6 | 427.55 | 68865
MONO PHARMACARE LIMITED | 16.5 | 16.5 | 16.5 | 16.5 | 2000
QUADRANT FUTURE TEK LTD | 255.0 | 295.5 | 252.1 | 282.1 | 13497599
BCL INDUSTRIES LIMITED | 31.23 | 31.72 | 31.06 | 31.66 | 548092
BHARAT WIRE ROPES LTD. | 174.25 | 176.24 | 173.01 | 174.54 | 55932
CROWN LIFTERS LIMITED | 138.5 | 138.5 | 132.31 | 134.81 | 10946
KESORAM INDUSTRIES LTD | 9.73 | 10.42 | 9.55 | 10.42 | 4960723
FIRSTSOURCE SOLU. LTD. | 345.25 | 348.0 | 341.2 | 346.5 | 406485
OSEL DEVICES LIMITED | 538.5 | 570.0 | 532.8 | 567.15 | 27200
QUALITY FOILS (INDIA) LTD | 58.35 | 58.35 | 58.35 | 58.35 | 1000
GULSHAN POLYOLS LIMITED | 139.01 | 139.94 | 136.52 | 138.1 | 34490
SUMEET IND LIMITED | 30.5 | 30.81 | 29.05 | 30.79 | 85979
APL APOLLO TUBES LTD | 1798.0 | 1822.9 | 1798.0 | 1820.1 | 521770
FRESHARA AGRO EXPORTS LTD | 154.0 | 158.0 | 152.05 | 153.9 | 94200
ORIENT BELL LIMITED | 266.0 | 271.7 | 258.95 | 266.25 | 5638
MASTER COMPONENTS LIMITED | 327.65 | 328.0 | 327.65 | 328.0 | 1000
SHREE DIGVIJAY CEM CO LTD | 90.2 | 90.5 | 90.05 | 90.05 | 797631
HERCULES INVESTMENTS LTD | 154.05 | 159.2 | 154.05 | 158.21 | 24494
MAX INDIA LIMITED | 184.1 | 189.65 | 184.1 | 187.78 | 22210
GOLDSTAR POWER LIMITED | 7.35 | 7.35 | 7.35 | 7.35 | 11250
RELIGARE ENTER. LTD. | 228.0 | 235.4 | 226.0 | 234.11 | 613604
THE GE SHPG.LTD | 1111.8 | 1133.6 | 1087.2 | 1092.9 | 358177
MANGALAM DRUG & CHEM LTD | 25.25 | 25.25 | 23.82 | 24.01 | 87461
OPTIEMUS INFRACOM LTD | 503.0 | 518.65 | 502.15 | 510.9 | 97936
MUTHOOT MICROFIN LIMITED | 180.0 | 182.25 | 177.21 | 181.06 | 155882
BAAZAR STYLE RETAIL LTD | 273.8 | 274.85 | 263.5 | 264.5 | 230901
AKASH INFRA-PROJECTS LTD | 25.98 | 26.15 | 25.31 | 25.47 | 5617
FSN E COMMERCE VENTURES | 245.0 | 249.8 | 243.5 | 249.05 | 4009145
MAN INDUSTRIES (I) LTD. | 397.85 | 412.15 | 395.3 | 408.1 | 1314773
BAID FINSERV LIMITED | 12.03 | 12.03 | 11.2 | 11.43 | 171267
CELLECOR GADGETS LIMITED | 30.85 | 30.85 | 29.6 | 29.85 | 75000
CENTURY PLYBOARDS (I) LTD | 816.0 | 835.0 | 808.4 | 822.9 | 76505
CHAVDA INFRA LIMITED | 124.75 | 128.0 | 122.0 | 122.0 | 26000
ABB INDIA LIMITED | 5106.0 | 5191.5 | 5100.0 | 5177.0 | 351488
TAURIAN MPS LIMITED | 202.0 | 210.15 | 202.0 | 210.15 | 58400
DC INFOTECH AND COMUN LTD | 240.3 | 247.0 | 240.3 | 244.2 | 2952
INDIAN EMULSIFIERS LTD | 92.4 | 92.45 | 89.7 | 89.95 | 36500
GREENPLY INDUSTRIES LTD | 255.05 | 257.5 | 245.85 | 246.85 | 213675
RACL GEARTECH LIMITED | 1009.1 | 1027.1 | 1001.6 | 1012.5 | 12137
ON DOOR CONCEPTS LIMITED | 119.5 | 123.2 | 117.5 | 121.0 | 3900
ULTRA WIRING CONN SYS LTD | 114.0 | 114.0 | 114.0 | 114.0 | 1000
NESTLE INDIA LIMITED | 1230.8 | 1246.2 | 1229.7 | 1244.4 | 754446
ORCHID PHARMA LIMITED | 790.25 | 794.0 | 777.1 | 787.05 | 47690
AAA TECHNOLOGIES LIMITED | 100.87 | 101.8 | 97.75 | 99.59 | 8779
NUCLEUS SOFTWARE EXPORTS | 911.4 | 923.0 | 910.0 | 911.9 | 11308
SADBHAV INFRA PROJ LTD. | 3.66 | 3.73 | 3.64 | 3.69 | 68128
HARSHA ENGINEERS INT LTD | 376.0 | 377.15 | 371.0 | 373.4 | 11648
TSC INDIA LIMITED | 46.0 | 49.9 | 45.85 | 47.85 | 10000
RAYMOND LIFESTYLE LIMITED | 1000.2 | 1068.6 | 1000.2 | 1062.0 | 95134
JYOTI CNC AUTOMATION LTD | 923.1 | 963.0 | 922.0 | 951.1 | 742729
TIGER LOGISTICS (INDIA) L | 35.86 | 38.0 | 35.86 | 37.17 | 44442
BHARAT GEARS LTD | 102.06 | 105.7 | 102.06 | 105.43 | 19159
ALPA LABORATORIES LTD | 79.0 | 79.0 | 76.8 | 76.95 | 11443
CL EDUCATE LIMITED | 83.29 | 83.29 | 81.0 | 81.98 | 31790
WESTERN CARRIERS (IND) L | 120.09 | 121.5 | 119.04 | 120.17 | 183636
EVEREADY INDS. IND.  LTD. | 327.4 | 335.0 | 324.9 | 331.75 | 51489
ARISINFRA SOLUTIONS LTD | 127.69 | 133.8 | 126.97 | 130.51 | 1160230
TIME TECHNOPLAST LTD. | 186.0 | 186.25 | 180.58 | 184.03 | 1720329
ICE MAKE REFRIGERAT LTD | 802.05 | 829.95 | 795.7 | 816.55 | 53824
USHA MARTIN LTD. | 448.3 | 453.8 | 439.2 | 452.1 | 307463
SANATHAN TEXTILES LIMITED | 440.0 | 449.95 | 436.1 | 444.25 | 8181
ARROW GREENTECH LIMITED | 510.05 | 526.9 | 510.05 | 524.9 | 6974
SURAJ LIMITED | 258.6 | 259.95 | 254.55 | 258.45 | 222
ONESOURCE SPECL PHARMA L | 1647.5 | 1750.0 | 1634.3 | 1716.2 | 1544972
GLOBE INTL CARRIERS LTD | 47.8 | 48.0 | 47.0 | 47.75 | 108000
SYMPHONY LIMITED | 845.75 | 853.2 | 838.1 | 840.0 | 62599
CENTURY EXTRUSIONS LTD | 20.58 | 21.2 | 20.35 | 21.14 | 55932
INDIA GLYCOLS LTD | 1036.1 | 1070.0 | 1035.0 | 1065.5 | 57539
KRISHNA DEF AND ALD IND L | 684.9 | 749.0 | 666.0 | 727.25 | 43500
JAINAM FER ALLOYS (I) LTD | 249.9 | 249.9 | 249.5 | 249.85 | 5500
PURAVANKARA LIMITED | 235.95 | 237.48 | 233.98 | 236.54 | 27263
SHAH ALLOYS LIMITED | 66.29 | 69.3 | 66.29 | 67.62 | 9258
ZENITH EXPORTS LTD | 224.05 | 233.0 | 224.05 | 228.25 | 334
G-TEC JAINX EDUCATION LTD | 23.61 | 24.99 | 23.0 | 24.48 | 5493
SATTVA ENGINEERING CSTN L | 64.65 | 67.75 | 64.4 | 65.0 | 65600
APOLLO HOSPITALS ENTER. L | 6919.0 | 7024.0 | 6902.0 | 7012.5 | 235742
SUDEEP PHARMA LIMITED | 680.0 | 695.0 | 665.5 | 687.2 | 417332
DOLLAR INDUSTRIES LIMITED | 362.0 | 366.0 | 359.1 | 363.35 | 19714
LAXMI GOLDORNA HOUSE LTD | 291.55 | 302.3 | 280.1 | 289.35 | 198233
MAHESHWARI LOGISTICS LTD. | 47.89 | 47.89 | 46.5 | 47.63 | 3872
SADHANA NITROCHEM LIMITED | 7.12 | 7.19 | 6.89 | 7.0 | 544569
TATA POWER CO LTD | 375.05 | 381.45 | 373.5 | 380.55 | 3882916
UTKARSH SMALL FIN BANK L | 14.79 | 15.1 | 14.72 | 15.04 | 2756882
JULLUNDUR MOT AGENCY LTD | 77.04 | 79.99 | 77.04 | 79.0 | 2098
RAJPUTANA INDUSTRIES LTD | 84.05 | 84.45 | 83.8 | 84.1 | 9000
DEEPAK NITRITE LTD | 1582.5 | 1685.0 | 1575.0 | 1667.0 | 683067
STANLEY LIFESTYLES LTD | 217.4 | 217.4 | 210.1 | 213.25 | 102041
ROBUST HOTELS LIMITED | 190.1 | 197.37 | 190.1 | 195.98 | 1097
NIBE LIMITED | 1108.3 | 1153.0 | 1105.1 | 1127.2 | 29633
THOMAS COOK (INDIA) LTD | 141.18 | 144.45 | 140.01 | 143.29 | 608002
THE INDIAN HOTELS CO. LTD | 723.95 | 733.0 | 721.55 | 731.2 | 2770317
MADHYA BHARAT AGRO P. LTD | 401.85 | 403.4 | 398.25 | 401.4 | 26131
CREATIVE EYE LIMITED | 7.11 | 7.95 | 6.71 | 7.23 | 14346
JBM AUTO LIMITED | 550.0 | 586.0 | 547.25 | 572.1 | 4535569
A G UNIVERSAL LIMITED | 61.6 | 61.6 | 61.6 | 61.6 | 6000
MT EDUCARE LTD | 1.98 | 1.98 | 1.85 | 1.9 | 25062
ANDHRA PAPER LIMITED | 67.24 | 68.2 | 67.0 | 67.81 | 25961
NIVA BUPA HEALTH INS CO L | 74.62 | 75.82 | 74.62 | 75.52 | 600484
ALPEX SOLAR LIMITED | 824.05 | 832.95 | 812.0 | 819.2 | 33300
ABS MARINE SERVICES LTD | 195.0 | 202.9 | 195.0 | 199.95 | 28500
ATUL LTD | 5791.5 | 6169.0 | 5780.0 | 6007.0 | 138405
BOSS PACKAGING SOLU LTD | 42.9 | 43.05 | 42.9 | 43.05 | 4000
PRECOT LIMITED | 438.2 | 440.0 | 430.0 | 432.45 | 695
SAWALIYA FOOD PRODUCTS L | 300.5 | 307.0 | 300.0 | 306.45 | 313200
CEIGALL INDIA LIMITED | 229.4 | 251.9 | 229.4 | 243.86 | 1046546
HLV LIMITED | 10.0 | 10.15 | 9.75 | 9.96 | 290401
NORTH EAST CARRY CORP LTD | 18.7 | 19.3 | 18.1 | 18.42 | 77125
RAJOO ENGINEERS LIMITED | 64.86 | 67.3 | 64.12 | 65.11 | 603298
NILA INFRASTRUCTURES LTD | 9.48 | 9.89 | 9.46 | 9.58 | 315068
SWAN CORP LIMITED | 469.5 | 473.05 | 462.65 | 468.2 | 438052
SCODA TUBES LIMITED | 154.9 | 156.39 | 154.0 | 154.9 | 136084
MARICO LIMITED | 743.45 | 743.5 | 732.6 | 741.2 | 1082044
FCS SOFTWARE SOLN. LTD. | 1.87 | 1.94 | 1.87 | 1.92 | 1552051
CONCORD BIOTECH LIMITED | 1348.9 | 1367.4 | 1325.6 | 1336.0 | 44041
PRUDENT CORP ADV SER LTD | 2682.0 | 2759.0 | 2678.2 | 2698.0 | 45581
SHARDA CROPCHEM LTD. | 881.0 | 888.0 | 872.0 | 883.85 | 102034
PRESSTONIC ENGINEERING L | 56.3 | 59.3 | 56.0 | 56.0 | 9600
TRIVENI TURBINE LIMITED | 521.85 | 531.0 | 518.0 | 528.4 | 256311
PAVNA INDUSTRIES LIMITED | 26.31 | 26.69 | 24.6 | 25.03 | 79949
ANUH PHARMA LIMITED | 77.36 | 78.79 | 77.36 | 78.35 | 18094
HB STOCKHOLDINGS LIMITED | 72.1 | 75.95 | 72.1 | 73.78 | 2772
SUMMIT SECURITIES LTD | 1944.2 | 1979.9 | 1944.2 | 1974.9 | 3002
EMAMI PAPER MILLS LIMITED | 84.87 | 86.99 | 84.87 | 86.17 | 9470
PROZONE REALTY LIMITED | 50.65 | 50.65 | 50.65 | 50.65 | 22742
WELSPUN ENTERPRISES LTD. | 500.65 | 514.0 | 500.65 | 510.8 | 40793
INDOCO REMEDIES LTD. | 238.05 | 240.6 | 236.95 | 239.6 | 39368
INDUS TOWERS LIMITED | 411.0 | 415.2 | 408.3 | 414.05 | 10797815
BANARAS BEADS LTD | 127.1 | 130.0 | 127.1 | 128.97 | 600
KEC INTL. LIMITED | 698.25 | 717.85 | 698.0 | 711.0 | 297855
ADANI TOTAL GAS LIMITED | 582.0 | 585.6 | 562.75 | 568.75 | 760702
ADITYA BIRLA REAL EST LTD | 1750.0 | 1769.0 | 1718.9 | 1738.7 | 133661
NANDANI CREATION LIMITED | 28.97 | 28.98 | 28.0 | 28.62 | 8564
IVP LTD | 149.3 | 151.0 | 147.0 | 148.82 | 2004
CORAL INDIA FIN & HOUS LT | 38.91 | 40.15 | 37.65 | 39.51 | 13513
ARIHANT CAPITAL MKTS LTD | 92.9 | 96.14 | 91.21 | 92.46 | 1191576
TEXMACO RAIL & ENG. LTD. | 123.34 | 130.18 | 123.1 | 129.24 | 1311076
TOUCHWOOD ENTERTAIN LTD. | 105.7 | 105.7 | 103.0 | 103.12 | 1613
GRAVITA INDIA LIMITED | 1823.6 | 1849.0 | 1782.5 | 1811.2 | 451688
SARLA PERF. FIBERS LTD | 83.0 | 85.89 | 83.0 | 85.28 | 60703
COSMO FIRST LIMITED | 679.6 | 688.3 | 675.7 | 687.4 | 35787
CENTUM ELECTRONICS LTD | 2169.5 | 2214.5 | 2162.5 | 2177.6 | 13834
P S RAJ STEELS LIMITED | 301.1 | 301.1 | 300.1 | 301.1 | 4000
BMW VENTURES LIMITED | 58.02 | 58.7 | 58.0 | 58.55 | 140242
GFL 6M OIS LINK 2027 SRB | NA | NA | NA | NA | NA
MENON BEARINGS LIMITED | 103.15 | 105.36 | 103.11 | 104.76 | 11617
TITAGARH RAIL SYSTEMS LTD | 770.8 | 786.5 | 763.3 | 785.0 | 681339
A B INFRABUILD LIMITED | 19.0 | 19.25 | 18.32 | 18.6 | 65086
NIKITA GRENTEC RECYCL LTD | 145.25 | 149.85 | 145.25 | 149.85 | 2400
COUNTRY CONDO S LIMITED | 5.76 | 5.89 | 5.7 | 5.8 | 28205
HINDUSTAN OIL EXPLORATION | 153.1 | 155.49 | 151.58 | 153.65 | 164113
ALPHAGEO (INDIA) LIMITED | 214.05 | 219.8 | 214.05 | 218.04 | 5076
GEOJIT FINANCIAL SER L | 79.78 | 82.1 | 77.62 | 78.52 | 1555857
SHERA ENERGY LIMITED | 119.95 | 122.0 | 119.95 | 122.0 | 7000
NCL INDUSTRIES LIMITED | 199.9 | 199.9 | 198.0 | 198.15 | 13203
ZODIAC ENERGY LIMITED | 298.1 | 307.9 | 298.0 | 305.35 | 12303
INFIBEAM AVENUES LIMITED | 16.71 | 17.0 | 16.6 | 16.81 | 6176623
AESTHETIK ENGINEERS LTD | 93.5 | 97.0 | 93.5 | 97.0 | 13000
D K ENTERPRISES GLOBAL L | 69.2 | 72.25 | 69.2 | 72.25 | 3000
IIFL CAPITAL SERVICES LTD | 312.9 | 316.2 | 309.0 | 310.05 | 429335
HEXAWARE TECHNOLOGIES LTD | 760.35 | 805.0 | 751.45 | 792.55 | 3116703
WALPAR NUTRITIONS LIMITED | 48.3 | 48.3 | 48.3 | 48.3 | 2000
BASILIC FLY STUDIO LTD | 330.0 | 332.9 | 323.65 | 328.0 | 43800
JSW ENERGY LIMITED | 475.0 | 479.9 | 468.3 | 478.25 | 1533200
BARTRONICS INDIA LIMITED | 12.3 | 12.3 | 11.6 | 11.98 | 220927
PRITIKA AUTO INDUS LTD | 13.02 | 13.45 | 13.02 | 13.13 | 260889
JSW STEEL LIMITED | 1091.0 | 1091.0 | 1075.7 | 1079.6 | 1068212
VARDHMAN HOLDINGS LIMITED | 3530.0 | 3609.9 | 3530.0 | 3578.9 | 237
INDOGULF CROPSCIENCES LTD | 79.22 | 80.79 | 78.55 | 80.3 | 66954
SADHAV SHIPPING LIMITED | 100.05 | 110.0 | 100.0 | 102.35 | 79200
DATA PATTERNS INDIA LTD | 2524.0 | 2565.0 | 2503.0 | 2556.4 | 173803
IGARASHI MOTORS INDIA LTD | 427.55 | 435.45 | 423.4 | 433.9 | 23381
GUJARAT RAFFIA INDUST LTD | 50.32 | 50.32 | 50.32 | 50.32 | 1544
AIRAN LIMITED | 17.38 | 18.46 | 17.0 | 17.79 | 61657
LG BALAKRISHNAN & BROS | 1804.0 | 1882.1 | 1801.3 | 1847.2 | 86872
VRL LOGISTICS LIMITED | 266.6 | 269.0 | 261.65 | 267.6 | 308388
NELCO LTD | 720.0 | 740.6 | 718.9 | 736.0 | 54066
EVEREST KANTO CYLINDERLTD | 116.3 | 116.39 | 114.11 | 115.41 | 150023
ROUTE MOBILE LIMITED | 725.0 | 726.5 | 713.7 | 719.9 | 564725
ROCKINGDEALS CIRCU ECO L | 225.0 | 225.0 | 219.1 | 222.95 | 10500
TATA COMMUNICATIONS LTD | 1792.0 | 1837.5 | 1792.0 | 1824.7 | 227855
VERANDA LEARNING SOL LTD | 179.01 | 185.5 | 178.0 | 178.9 | 214796
EMKAY TAP & CUT. TOOL LTD | 125.95 | 125.95 | 118.0 | 118.2 | 1800
COAL INDIA LTD | 385.0 | 387.35 | 383.5 | 385.6 | 3611941
GARDEN REACH SHIP&ENG LTD | 2235.9 | 2313.0 | 2220.5 | 2297.2 | 1240287
BAJAJ FINANCE LIMITED | 1003.2 | 1014.0 | 1002.5 | 1008.3 | 5126009
NBCC (INDIA) LIMITED | 108.73 | 114.0 | 108.45 | 113.7 | 17749011
DYNAMIC SRVCS & SEC LTD | 101.4 | 101.5 | 100.5 | 101.0 | 6000
AIMTRON ELECTRONICS LTD | 797.0 | 828.95 | 797.0 | 826.4 | 20600
ARISTO BIO T AND LIFESC L | 119.65 | 119.65 | 119.65 | 119.65 | 800
HINDUSTAN AERONAUTICS LTD | 4269.9 | 4314.0 | 4251.4 | 4305.3 | 650177
TRANSRAIL LIGHTING LTD | 576.0 | 582.05 | 570.0 | 576.4 | 346539
GALAXY MEDICARE LIMITED | 21.95 | 21.95 | 20.0 | 20.55 | 70000
RELIANCE INDUSTRIES LTD | 1554.4 | 1574.2 | 1551.0 | 1565.1 | 13937275
SUPREME PETROCHEM LIMITED | 636.75 | 638.45 | 620.05 | 626.75 | 40205
SONAM LIMITED | 42.79 | 42.79 | 41.21 | 42.08 | 73522
NK INDUSTRIES LTD | 65.7 | 67.8 | 65.66 | 67.7 | 14
ORIENT HOTELS LTD | 99.6 | 102.13 | 99.1 | 100.94 | 209993
BHARAT SEATS LIMITED | 165.55 | 173.9 | 165.55 | 169.68 | 31461
NELCAST LIMITED | 101.55 | 103.85 | 101.55 | 103.12 | 63302
BAYER CROPSCIENCE LTD | 4292.1 | 4365.0 | 4275.2 | 4301.4 | 143667
RAINBOW CHILDRENS MED LTD | 1324.1 | 1341.0 | 1306.0 | 1317.8 | 63620
SAVITA OIL TECHNOLO. LTD | 362.95 | 366.0 | 354.8 | 357.95 | 65100
V MARC INDIA LIMITED | 675.35 | 698.9 | 675.35 | 694.35 | 10500
INDRAPRASTHA GAS LTD | 194.6 | 194.64 | 190.51 | 193.96 | 2365510
KAUSHALYA LOGISTICS LTD | 44.2 | 45.5 | 43.15 | 43.25 | 15200
NEWGEN SOFTWARE TECH LTD | 840.0 | 844.4 | 818.0 | 828.25 | 328501
SHIPPING CORP OF INDIA LT | 210.02 | 210.9 | 203.3 | 209.71 | 4226737
HAPPY FORGINGS LIMITED | 1068.9 | 1081.8 | 1055.1 | 1074.8 | 20383
ANKIT MET & POW LTD | 1.74 | 1.74 | 1.67 | 1.74 | 15898
AARTECH SOLONICS LIMITED | 49.73 | 49.73 | 47.16 | 47.57 | 43181
MANGAL ELECTRICAL IND L | 358.35 | 365.95 | 358.35 | 363.05 | 33325
